자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
㈜삼손종합정비,민간,경기도 군포시 농심로 87,경기도 군포시 당정동 11-1,37.36520019,126.957511,031-455-8222,(평일) 09:00~18:00+(토요일) 09:00~13:00,1,1518,1114,4,N,Y,N,N,Y,Y,Y,031-390-0676,경기도 군포시청 차량관리과,2023-07-03,4020000,경기도 군포시
청진자동차공업㈜,민간,서울특별시 서초구 과천대로 904-6,서울특별시 서초구 방배동 2680,37.47160884,126.9840555,02-587-2320,09:00~18:00,2,1560,1335,5,Y,Y,Y,Y,Y,Y,Y,02-2155-6100,서울특별시 서초구청,2023-07-07,3210000,서울특별시 서초구
양재현대서비스 주식회사,민간,서울특별시 서초구 남부순환로342길 100-9,서울특별시 서초구 양재동 189-1,37.47590033,127.0277775,02-572-4665,09:00~18:00,1,3939,1884,4,Y,Y,Y,Y,Y,Y,Y,02-2155-6100,서울특별시 서초구청,2023-07-07,3210000,서울특별시 서초구
중부산서비스 기아오토큐,민간,부산광역시 부산진구 가야대로561,부산광역시 부산진구 가야동 256-9,35.15497916,129.0332431,051-892-1544,"평일 08:30~18:00, 토요일 08:30~13:00",1,1380,1380,14,Y,Y,Y,N,N,Y,N,051-605-4657,부산광역시 부산진구청,2023-07-06,3290000,부산광역시 부산진구
원흥산업㈜,민간,강원특별자치도 원주시 치악로 1517,강원특별자치도 원주시 관설동 1457,37.3197450984,127.9656644435,033-761-2908,평일:08:30~16:30+토요일:08:30~10:30,1,3458,1864,3,N,Y,N,N,N,N,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
(자)신흥공업사,민간,강원특별자치도 원주시 강변로 565,강원특별자치도 원주시 학성동 94,37.35441000,127.95206000,033-742-3533,평일:08:30~18:00+토요일:08:30~13:00,1,2020,578,3,N,Y,N,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
주식회사 선경모터스,민간,경기도 여주시 가남읍 은봉길 47-1,,37.18775465,127.5570727,031-883-9076,09:00~18:00,1,2317,1315.6,1,N,Y,N,N,N,N,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
선우자동차공업사,민간,강원특별자치도 원주시 정지길 242,강원특별자치도 원주시 학성동 133,37.3559960844,127.9499859468,033-748-4777,평일:09:00~18:00+토요일:09:00~12:00,1,8407,1618,1,N,Y,N,N,N,N,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
㈜안전공업사,민간,강원특별자치도 원주시 호저로 21,강원특별자치도 원주시 우산동 405-39,37.37903712,127.9419884055,033-744-9992,평일:08:30~17:30+토요일:08:30~13:00,1,2736,825,2,N,Y,N,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
(합)순호자동차공업사,민간,강원특별자치도 원주시 북원로 2807,강원특별자치도 원주시 태장2동 2169,37.39418316,127.9502697901,033-747-3300,평일:09:00~18:00+토요일:09:00~12:00,1,1845,365,1,N,Y,N,N,N,N,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
016소형자동차공업사,민간,강원특별자치도 원주시 흥양로 102번길 3,강원특별자치도 원주시 태장동 546-54,37.3831221608,127.9587313784,033-747-0016,평일:09:00~18:00+토요일:09:00~13:00,1,1070,331,3,Y,Y,Y,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
구일자동차공업사,민간,강원특별자치도 원주시 현충로 69,강원특별자치도 원주시 태장동 848-10,37.36173390,127.9537145412,033-732-4230,평일:08:30~18:00+토요일:08:30~12:00,1,1588,389,1,N,Y,N,N,N,N,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
동원주서비스,민간,강원특별자치도 원주시 치악로 2385,강원특별자치도 원주시 소초면 흥양리 1500,37.38761860,127.97811740,033-731-1391,평일:09:00~18:00,1,990,470,1,N,Y,N,N,N,N,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
동아자동차공업사,민간,강원특별자치도 원주시 호저면 신무로 9,강원특별자치도 원주시 호저면 만종리 628,37.3568730750,127.9006987305,033-735-9864,평일:08:30~18:00+토요일:08:30~13:00,1,1000,380,1,N,Y,N,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
대한자동차공업사,민간,강원특별자치도 원주시 호저면 신무로 20,강원특별자치도 원주시 호저면 만종리 632-3,37.3579140957,127.90045440,033-744-8299,평일:09:00~18:00+토요일:09:00~13:00,1,3897,625,1,N,Y,N,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
제일자동차공업사,민간,강원특별자치도 원주시 문막읍 원문로 2144,강원특별자치도 원주시 문막읍 반계리 99-4,37.29894368,127.7962684116,033-734-3882,평일:09:00~18:00+토요일:09:00~12:00,1,1685,596,2,N,Y,N,N,N,N,N,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
서원주서비스기아오토큐,민간,강원특별자치도 원주시 호저면 우무개로 393,강원특별자치도 원주시 호저면 만종리 324-4,37.3620733840,127.91550420,033-743-4545,평일:09:00~18:00+토요일:09:00~12:00,1,7014,1168,3,N,Y,N,N,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
왕성모터스,민간,강원특별자치도 원주시 판부면 남원로 189,강원특별자치도 원주시 판부면 서곡리 739-1,37.30879789,127.9274872827,033-763-7419,평일:08:30~18:00+토요일:09:00~13:00,1,803,335,3,Y,Y,N,Y,Y,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
진성공업사,민간,강원특별자치도 원주시 문막읍 원문로 2198,강원특별자치도 원주시 문막읍 반계리 1200-1,37.29653575,127.7932338155,033-731-4577,평일:09:00~18:00+토요일:09:00~13:00,1,2414,476,3,N,Y,N,N,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
㈜현대서원주서비스,민간,강원특별자치도 원주시 봉화로 145,강원특별자치도 원주시 단계동 551,37.3577627609,127.9279672820,033-733-9800,평일:08:30~17:00,1,3772,745,3,N,Y,N,Y,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
이레카마스타,민간,강원특별자치도 원주시 원문로 502,강원특별자치도 원주시 호저면 만종리 495-3,37.36098602,127.9061313563,033-761-2555,평일:08:00~18:00,1,1385,584,2,N,Y,N,N,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
원주현대서비스,민간,강원특별자치도 원주시 동부순환로 338-6,강원특별자치도 원주시 행구동 1775-3,37.3449604602,127.97742030,033-731-4989,평일:08:30~17:30+토요일:09:00~12:30,1,6158,1404,3,N,Y,N,N,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
매직카자동차검사소,민간,강원특별자치도 원주시 영랑길 140,강원특별자치도 원주시 행구동 1488-6,37.3379307389,127.9846630566,033-765-0284,평일:08:30~18:00+토요일:08:30~13:00,1,1210,130,3,N,Y,N,N,N,Y,Y,033-737-4338,강원특별자치도 원주시청,2023-07-06,4191000,강원특별자치도 원주시
반도자동차공업사,민간,충청남도 태안군 태안읍 환동로11,충청남도 태안군 태안읍 남문리653-3,36.74841941,126.2923958,041-675-4011,평일:09~18:00+토요일:09:00~13:00,1,1258,1258,2,Y,Y,Y,Y,Y,Y,N,041-670-2805,충청남도 태안군청,2023-07-05,4620000,충청남도 태안군
태안현대서비스,민간,충청남도 태안군 태안읍 원이로79,충청남도 태안군 태안읍 삭선리514-2,36.7640948,126.2875168,041-675-5217,평일:09~18:00+토요일:09:00~13:00,1,3228,3228,2,Y,Y,Y,Y,Y,Y,N,041-670-2805,충청남도 태안군청,2023-07-05,4620000,충청남도 태안군
안면자동차공업사,민간,충청남도 태안군 안면읍 장터로181-5,충청남도 태안군 안면읍 승언리965,36.52326127,126.3445332,041-674-8888,평일:09~18:00+토요일:09:00~13:00,1,5725,5725,2,Y,Y,Y,Y,Y,Y,N,041-670-2805,충청남도 태안군청,2023-07-05,4620000,충청남도 태안군
태안기아서비스(주),민간,충청남도 태안군 태안읍 서해로2068-16,충청남도 태안군 태안읍 평천리63-13,36.75654089,126.3324482,041-675-6666,평일:09~18:00+토요일:09:00~13:00,1,4160,4160,2,Y,Y,Y,Y,Y,Y,N,041-670-2805,충청남도 태안군청,2023-07-05,4620000,충청남도 태안군
주식회사태안현대정비공장,민간,충청남도 태안군 태안읍 평촌길 26,충청남도 태안군 태안읍 평촌길 26,36.75392076,126.3305716,041-675-9913,평일:09~18:00+토요일:09:00~13:00,1,2085,2085,2,Y,Y,Y,Y,Y,Y,N,041-670-2718,충청남도 태안군청,2023-07-05,4620000,충청남도 태안군
동부자동차공업사,민간,경기도 여주시 가남읍 경충대로 1548,,37.21941512,127.5284219,031-882-6213,09:00~18:00,1,2129,1266.37,2,N,Y,N,N,N,Y,N,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
세종모터스(주),민간,경기도 여주시 세종로113번길 55,,37.28541401,127.638803,031-885-6699,09:00~18:00,1,1662,463.34,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
오학자동차,민간,경기도 여주시 도예로 77,,37.30971191,127.6429566,031-885-1901,09:00~18:00,1,3792,4010.38,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
베드로자동차공업사,민간,경기도 여주시 가남읍 여주남로 1049,,37.21636095,127.5570163,031-881-4787,09:00~18:00,1,1707,518.737,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
주식회사 대광현대서비스,민간,경기도 여주시 가남읍 여주남로 755,,37.2341572,127.5746195,031-881-1079,09:00~18:00,1,3778,1118.14,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
주식회사 여주현대공업사,민간,경기도 여주시 여주남로 16,,37.28586668,127.6173406,031-882-8900,09:00~18:00,1,3300,1296,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
주식회사 능서자동차일급정비종합검사,민간,경기도 여주시 세종대왕면 능여로 22,,37.27559705,127.5642094,031-884-6300,09:00~18:00,1,1605,495,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
1급가남검사정비,민간,경기도 여주시 가남읍 여주남로 1205,,37.20324009,127.5520365,0507-1338-116,09:00~18:00,1,3186,403.3,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
경기자동차주식회사,민간,경기도 여주시 세종로 304,,37.2709799,127.6374092,031-882-5982,09:00~18:00,1,2642,1130.75,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
1급영진자동차공업사,민간,경기도 여주시 용강길 50,,37.28945669,127.648946,031-883-6258,09:00~18:00,1,1420,273.19,2,N,Y,N,N,N,Y,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
바른자동차공업사,민간,경기도 여주시 가남읍 여주남로 1270,,37.1987782609,127.5486350902,031-884-0140,09:00~18:00,2,1049.06,524.7,2,N,Y,N,N,N,N,Y,031-887-2292,경기도 여주시청,2023-06-15,5700000,경기도 여주시
평화공업사,민간,강원도 양구군 양구읍 박수근로 349,강원도 양구군 양구읍 정림리 184-4,38.10256981,127.9819108,033-482-7272,(평일)09:00~18:00,1,3641,530,3,Y,Y,Y,Y,Y,N,N,033-480-2715,강원도 양구군청,2023-06-26,4321000,강원특별자치도 양구군
양구공업사,민간,강원도 양구군 양구읍 중심로 9,강원도 양구군 양구읍 송청리 110,38.09221044,127.9959482,033-481-1170,(평일)09:00~18:00,1,3600,1110,2,Y,Y,Y,Y,Y,N,N,033-480-2715,강원도 양구군청,2023-06-26,4321000,강원특별자치도 양구군
교통안전공단 부천자동차검사소,공공,경기도 부천시 오정로 42,경기도 부천시 삼정동 29-4,37.52459327,126.765054,032-674-5000,평일 09:00~18:00+토요일 09:00~13:00,4,6817.12,1555.1,16,Y,Y,Y,Y,Y,Y,Y,032-674-5000,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜부천자동차공업사,민간,경기도 부천시 신흥로 382(내동),경기도 부천시 내동 65-1,37.5176954,126.7755446,032-672-5806,평일 09:00~18:00+토요일 09:00~13:00,1,1872.4,2387.84,3,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
형제자동차공업사,민간,경기도 부천시 오정로 107(삼정동),경기도 부천시 삼정동 71-11,37.52624406,126.7717838,032-672-2311,평일 09:00~18:00+토요일 09:00~13:00,1,2605.2,508.35,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜선경,민간,경기도 부천시 부천로 228(춘의동),경기도 부천시 춘의동 117-8,37.50444408,126.787145,032-655-2100,평일 09:00~18:00+토요일 09:00~13:00,1,1207,453,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
예지엠에스㈜,민간,경기도 부천시 오정로 282(오정동),경기도 부천시 오정동 111-5,37.53128966,126.7892211,032-671-5500,평일 09:00~18:00+토요일 09:00~13:00,1,3077.22,483.04,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜아주자동차공업사,민간,경기도 부천시 신흥로 300(약대동),경기도 부천시 약대동 177-78,37.51030252,126.7752427,032-662-7000,평일 09:00~18:00+토요일 09:00~13:00,1,1948,1072.2,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜오토맥스,민간,경기도 부천시 부천로 190(춘의동),경기도 부천시 춘의동 202-1,37.5008557,126.7869755,032-656-8030,평일 09:00~18:00+토요일 09:00~13:00,1,2654.9,1216.23,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
영진1급정비㈜,민간,경기도 부천시 봉오대로556번길 10(고강동),경기도 부천시 고강동 1,37.53876848,126.8209908,032-673-7001,평일 09:00~18:00+토요일 09:00~13:00,1,1508,1335.4,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
1급제일스카이정비,민간,경기도 부천시 송내대로518번길 30(삼정동),경기도 부천시 삼정동 14-13,37.52939961,126.7614901,032-676-0096,평일 09:00~18:00+토요일 09:00~13:00,1,945.17,1577.03,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜카런,민간,경기도 부천시 송내대로518번길 104-6(삼정동),경기도 부천시 삼정동 33-1,37.5294286,126.7664109,032-682-1524,평일 09:00~18:00+토요일 09:00~13:00,1,1420.88,760.74,3,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
삼정자동차정비㈜,민간,경기도 부천시 오정로 108(삼정동),경기도 부천시 삼정동 71-27,37.52533787,126.7724604,032-673-9991,평일 09:00~18:00+토요일 09:00~13:00,1,2373,752.64,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
㈜미래자동차,민간,"경기도 부천시 석천로 396, 1,2층(삼정동)",경기도 부천시 삼정동 226-4,37.52197035,126.768771,032-671-8813,평일 09:00~18:00+토요일 09:00~13:00,1,1126.2,526.94,3,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
서광1급정비㈜,민간,경기도 부천시 신흥로 441번길 86 (삼정동),경기도 부천시 삼정동 320-11,37.52386992,126.7714962,032-673-7001,평일 09:00~18:00+토요일 09:00~13:00,1,1383.3,1440.5,4,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
부천자동차검사정비,민간,경기도 부천시 원미로 241번길 14 (춘의동),경기도 부천시 춘의동 149-4,37.504379,126.7943186,032-342-6589,평일 09:00~18:00+토요일 09:00~13:00,1,1861.5,627.08,3,N,Y,N,N,N,Y,Y,032-625-3986,경기도 부천시,2023-06-15,3860000,경기도 부천시
거성자동차공업사,민간,전라남도 신안군 비금면 비금북부길 26,,34.75388712,125.9270813,061-275-5269,평일:09:00~16:00+토요일:09:00~13:00,3,1085,235,,Y,Y,N,N,Y,N,N,061-240-8968,전라남도 신안군청,2023-06-21,5010000,전라남도 신안군
1급신안자동차정비,민간,전라남도 신안군 지도읍 해제지도로 1156,,35.05913283,126.219376,061-275-4501,평일:09:00~18:00+토요일:09:00~13:00,3,3867,612,,Y,Y,N,N,Y,N,N,061-240-8968,전라남도 신안군청,2023-06-21,5010000,전라남도 신안군
초원자동차종합정비,민간,전라남도 신안군 도초면 서남문로 1715-5,,34.68926038,125.9651951,061-261-9677,평일:09:00~18:00+토요일:09:00~13:00,3,600,300,,Y,Y,N,N,Y,N,N,061-240-8968,전라남도 신안군청,2023-06-21,5010000,전라남도 신안군
한솔공업사,민간,전라남도 신안군 암태면 중부로 1797,,34.82695448,126.1133463,061-271-6761,평일:09:00~18:00+토요일:09:00~13:00,3,991,72,,Y,Y,N,N,Y,N,N,061-240-8968,전라남도 신안군청,2023-06-21,5010000,전라남도 신안군
(주)신안천사자동차공업사,민간,전라남도 신안군 지도읍 동천길 1099,,35.059018,126.240933,061-246-9087,평일:09:00~18:00+토요일:09:00~13:00,3,2580,637.98,,Y,Y,N,N,Y,N,N,061-240-8968,전라남도 신안군청,2023-06-21,5010000,전라남도 신안군
주식회사 광양항정비,민간,전라남도 광양시 중마로 15(도이동),전라남도 광양시 도이동 781,34.92676975,127.6859472,061-795-6675,평일:08:50 ~ 17:30,1,3000,400,4,N,Y,N,N,N,Y,N,061-797-2870,전라남도 광양시 교통과,2023-06-05,4840000,전라남도 광양시
(유)메디컬자동차공업사,민간,전라남도 광양시 광양읍 주령길7,전라남도 광양시 광양읍 덕례리 1464,34.96508242,127.550555,061-723-2711,평일:09:00~18:00,2,2595,508.29,3,N,Y,N,Y,N,Y,Y,061-797-2870,전라남도 광양시 교통과,2023-06-05,4840000,전라남도 광양시
태경특장,민간,전라남도 광양시 광양읍 초남2공단2길 46,전라남도 광양시 광양읍 초남리 760-10,34.94362544,127.606405,061-762-5005,평일:09:00~18:00,2,3684,1616.46,3,N,Y,Y,N,N,Y,Y,061-797-2870,전라남도 광양시 교통과,2023-06-05,4840000,전라남도 광양시
